dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1163125,414,1,GCN,T_K,1,65.6,66.09,0:00:51.507343
CHEMBL1163125,414,1,GCN,T_K,2,65.6,66.09,0:01:43.518982
CHEMBL1163125,414,1,GCN,T_K,3,65.6,66.09,0:02:34.871601
CHEMBL1163125,414,1,GCN,T_K,4,64.8,69.2,0:03:27.661537
CHEMBL1163125,414,1,GCN,T_K,5,69.6,70.24,0:04:20.327779
CHEMBL1163125,414,1,GCN,T_K,6,80.0,75.78,0:05:13.160409
CHEMBL1163125,414,1,GCN,T_K,7,83.2,79.24,0:06:06.017610
CHEMBL1163125,414,1,GCN,T_K,8,82.4,79.58,0:06:58.972704
CHEMBL1163125,414,1,GCN,T_K,9,83.2,80.62,0:07:51.814759
CHEMBL1163125,414,1,GCN,T_K,10,82.4,80.28,0:08:44.697266
CHEMBL1163125,414,1,GCN,T_K,11,81.6,78.2,0:09:37.530579
CHEMBL1163125,414,1,GCN,T_K,12,79.2,78.55,0:10:30.308913
CHEMBL1163125,414,1,GCN,T_K,13,79.2,79.24,0:11:23.232549
CHEMBL1163125,414,1,GCN,T_K,14,79.2,78.89,0:12:15.991372
CHEMBL1163125,414,1,GCN,T_K,15,80.0,77.85,0:13:08.814243
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1163125,414,2,GCN,T_K,1,59.2,59.86,0:00:52.620948
CHEMBL1163125,414,2,GCN,T_K,2,60.0,63.67,0:01:45.530974
CHEMBL1163125,414,2,GCN,T_K,3,60.0,63.67,0:02:38.248455
CHEMBL1163125,414,2,GCN,T_K,4,77.6,71.63,0:03:28.074039
CHEMBL1163125,414,2,GCN,T_K,5,78.4,72.32,0:04:14.293491
CHEMBL1163125,414,2,GCN,T_K,6,80.0,71.63,0:05:00.459037
CHEMBL1163125,414,2,GCN,T_K,7,79.2,72.32,0:05:46.684335
CHEMBL1163125,414,2,GCN,T_K,8,81.6,73.7,0:06:33.128226
CHEMBL1163125,414,2,GCN,T_K,9,81.6,73.7,0:07:19.490924
CHEMBL1163125,414,2,GCN,T_K,10,81.6,73.36,0:08:06.060947
CHEMBL1163125,414,2,GCN,T_K,11,80.0,73.36,0:08:52.454183
CHEMBL1163125,414,2,GCN,T_K,12,80.8,77.16,0:09:38.862442
CHEMBL1163125,414,2,GCN,T_K,13,73.6,82.35,0:10:25.261343
CHEMBL1163125,414,2,GCN,T_K,14,77.6,83.74,0:11:11.385148
CHEMBL1163125,414,2,GCN,T_K,15,79.2,83.04,0:11:57.406498
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1163125,414,3,GCN,T_K,1,56.0,61.25,0:00:45.919045
CHEMBL1163125,414,3,GCN,T_K,2,60.0,64.01,0:01:31.882032
CHEMBL1163125,414,3,GCN,T_K,3,62.4,70.24,0:02:18.017480
CHEMBL1163125,414,3,GCN,T_K,4,68.0,71.28,0:03:04.050603
CHEMBL1163125,414,3,GCN,T_K,5,66.4,71.28,0:03:50.027867
CHEMBL1163125,414,3,GCN,T_K,6,76.8,75.43,0:04:35.967520
CHEMBL1163125,414,3,GCN,T_K,7,76.8,74.39,0:05:21.938462
CHEMBL1163125,414,3,GCN,T_K,8,74.4,76.47,0:06:08.031889
CHEMBL1163125,414,3,GCN,T_K,9,74.4,76.12,0:06:54.025285
CHEMBL1163125,414,3,GCN,T_K,10,73.6,76.12,0:07:40.041766
CHEMBL1163125,414,3,GCN,T_K,11,76.0,79.58,0:08:25.977437
CHEMBL1163125,414,3,GCN,T_K,12,77.6,80.62,0:09:12.188455
CHEMBL1163125,414,3,GCN,T_K,13,77.6,80.97,0:09:58.256140
CHEMBL1163125,414,3,GCN,T_K,14,75.2,80.28,0:10:44.370514
CHEMBL1163125,414,3,GCN,T_K,15,75.2,80.62,0:11:30.499912
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1163125,414,4,GCN,T_K,1,63.2,54.33,0:00:46.107910
CHEMBL1163125,414,4,GCN,T_K,2,64.0,64.71,0:01:32.130810
CHEMBL1163125,414,4,GCN,T_K,3,64.0,64.71,0:02:18.180925
CHEMBL1163125,414,4,GCN,T_K,4,57.6,62.98,0:03:04.298019
CHEMBL1163125,414,4,GCN,T_K,5,70.4,70.93,0:03:50.988211
CHEMBL1163125,414,4,GCN,T_K,6,80.0,74.74,0:04:37.082079
CHEMBL1163125,414,4,GCN,T_K,7,80.0,73.7,0:05:23.183948
CHEMBL1163125,414,4,GCN,T_K,8,80.0,74.74,0:06:09.243183
CHEMBL1163125,414,4,GCN,T_K,9,81.6,76.82,0:06:55.326038
CHEMBL1163125,414,4,GCN,T_K,10,81.6,76.82,0:07:41.429940
CHEMBL1163125,414,4,GCN,T_K,11,80.0,76.82,0:08:27.458794
CHEMBL1163125,414,4,GCN,T_K,12,80.0,77.51,0:09:13.500731
CHEMBL1163125,414,4,GCN,T_K,13,79.2,76.47,0:09:59.826402
CHEMBL1163125,414,4,GCN,T_K,14,79.2,75.09,0:10:46.362044
CHEMBL1163125,414,4,GCN,T_K,15,81.6,78.2,0:11:32.698008
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1163125,414,5,GCN,T_K,1,64.8,61.25,0:00:46.014360
CHEMBL1163125,414,5,GCN,T_K,2,64.8,62.63,0:01:32.320923
CHEMBL1163125,414,5,GCN,T_K,3,64.8,62.63,0:02:18.911201
CHEMBL1163125,414,5,GCN,T_K,4,64.8,62.63,0:03:05.371597
CHEMBL1163125,414,5,GCN,T_K,5,73.6,68.51,0:03:51.885610
CHEMBL1163125,414,5,GCN,T_K,6,81.6,78.55,0:04:38.309130
CHEMBL1163125,414,5,GCN,T_K,7,80.8,78.55,0:05:24.723029
CHEMBL1163125,414,5,GCN,T_K,8,81.6,78.55,0:06:10.780394
CHEMBL1163125,414,5,GCN,T_K,9,80.0,78.89,0:06:56.834365
CHEMBL1163125,414,5,GCN,T_K,10,80.0,78.89,0:07:42.873524
CHEMBL1163125,414,5,GCN,T_K,11,81.6,78.55,0:08:29.113808
CHEMBL1163125,414,5,GCN,T_K,12,81.6,78.89,0:09:15.140073
CHEMBL1163125,414,5,GCN,T_K,13,81.6,79.58,0:10:01.485722
CHEMBL1163125,414,5,GCN,T_K,14,78.4,77.85,0:10:47.903649
CHEMBL1163125,414,5,GCN,T_K,15,78.4,77.85,0:11:34.432241
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1163125,414,6,GCN,T_K,1,61.6,62.98,0:00:46.356441
CHEMBL1163125,414,6,GCN,T_K,2,61.6,62.98,0:01:32.484473
CHEMBL1163125,414,6,GCN,T_K,3,60.8,62.98,0:02:18.531419
CHEMBL1163125,414,6,GCN,T_K,4,61.6,62.98,0:03:04.677544
CHEMBL1163125,414,6,GCN,T_K,5,71.2,75.43,0:03:50.830457
CHEMBL1163125,414,6,GCN,T_K,6,74.4,77.16,0:04:36.934418
CHEMBL1163125,414,6,GCN,T_K,7,74.4,79.24,0:05:23.035121
CHEMBL1163125,414,6,GCN,T_K,8,72.0,77.51,0:06:09.564389
CHEMBL1163125,414,6,GCN,T_K,9,72.0,77.85,0:06:55.708527
CHEMBL1163125,414,6,GCN,T_K,10,72.0,78.55,0:07:41.742785
CHEMBL1163125,414,6,GCN,T_K,11,74.4,79.58,0:08:27.871042
CHEMBL1163125,414,6,GCN,T_K,12,74.4,79.24,0:09:13.946522
CHEMBL1163125,414,6,GCN,T_K,13,75.2,81.66,0:10:00.186465
CHEMBL1163125,414,6,GCN,T_K,14,75.2,81.31,0:10:46.323971
CHEMBL1163125,414,6,GCN,T_K,15,75.2,81.66,0:11:32.744506
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1163125,414,7,GCN,T_K,1,65.6,68.17,0:00:46.454657
CHEMBL1163125,414,7,GCN,T_K,2,78.4,75.78,0:01:32.647591
CHEMBL1163125,414,7,GCN,T_K,3,78.4,75.78,0:02:18.690808
CHEMBL1163125,414,7,GCN,T_K,4,78.4,75.78,0:03:04.728044
CHEMBL1163125,414,7,GCN,T_K,5,78.4,75.78,0:03:50.827261
CHEMBL1163125,414,7,GCN,T_K,6,78.4,75.78,0:04:37.272797
CHEMBL1163125,414,7,GCN,T_K,7,79.2,76.12,0:05:23.768173
CHEMBL1163125,414,7,GCN,T_K,8,79.2,75.78,0:06:10.258465
CHEMBL1163125,414,7,GCN,T_K,9,80.0,75.09,0:06:56.729024
CHEMBL1163125,414,7,GCN,T_K,10,80.0,75.43,0:07:43.335020
CHEMBL1163125,414,7,GCN,T_K,11,78.4,75.78,0:08:29.777458
CHEMBL1163125,414,7,GCN,T_K,12,78.4,76.47,0:09:16.230244
CHEMBL1163125,414,7,GCN,T_K,13,80.0,77.85,0:10:02.584625
CHEMBL1163125,414,7,GCN,T_K,14,80.0,76.47,0:10:49.057202
CHEMBL1163125,414,7,GCN,T_K,15,80.0,76.47,0:11:35.513204
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1163125,414,8,GCN,T_K,1,49.6,50.17,0:00:46.300440
CHEMBL1163125,414,8,GCN,T_K,2,64.8,66.44,0:01:32.790589
CHEMBL1163125,414,8,GCN,T_K,3,64.8,66.44,0:02:19.429739
CHEMBL1163125,414,8,GCN,T_K,4,64.8,66.44,0:03:05.896635
CHEMBL1163125,414,8,GCN,T_K,5,70.4,67.82,0:03:52.330591
CHEMBL1163125,414,8,GCN,T_K,6,80.0,76.47,0:04:38.782460
CHEMBL1163125,414,8,GCN,T_K,7,80.0,77.51,0:05:25.223456
CHEMBL1163125,414,8,GCN,T_K,8,78.4,77.85,0:06:11.831404
CHEMBL1163125,414,8,GCN,T_K,9,78.4,77.85,0:06:58.400317
CHEMBL1163125,414,8,GCN,T_K,10,77.6,77.51,0:07:44.961006
CHEMBL1163125,414,8,GCN,T_K,11,79.2,76.47,0:08:31.364004
CHEMBL1163125,414,8,GCN,T_K,12,78.4,76.12,0:09:18.025082
CHEMBL1163125,414,8,GCN,T_K,13,79.2,78.55,0:10:04.464617
CHEMBL1163125,414,8,GCN,T_K,14,80.0,79.24,0:10:50.905430
CHEMBL1163125,414,8,GCN,T_K,15,75.2,79.93,0:11:37.382636
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1163125,414,9,GCN,T_K,1,67.2,67.47,0:00:46.448187
CHEMBL1163125,414,9,GCN,T_K,2,72.0,71.63,0:01:32.892696
CHEMBL1163125,414,9,GCN,T_K,3,76.0,77.16,0:02:19.266849
CHEMBL1163125,414,9,GCN,T_K,4,74.4,76.12,0:03:05.717649
CHEMBL1163125,414,9,GCN,T_K,5,78.4,79.24,0:03:52.220425
CHEMBL1163125,414,9,GCN,T_K,6,80.0,77.51,0:04:38.707329
CHEMBL1163125,414,9,GCN,T_K,7,80.0,77.51,0:05:25.149533
CHEMBL1163125,414,9,GCN,T_K,8,80.0,77.85,0:06:11.629907
CHEMBL1163125,414,9,GCN,T_K,9,80.0,77.85,0:06:58.299006
CHEMBL1163125,414,9,GCN,T_K,10,80.0,77.16,0:07:44.711528
CHEMBL1163125,414,9,GCN,T_K,11,80.0,77.85,0:08:31.177912
CHEMBL1163125,414,9,GCN,T_K,12,80.0,77.51,0:09:17.644471
CHEMBL1163125,414,9,GCN,T_K,13,80.0,77.16,0:10:04.069680
CHEMBL1163125,414,9,GCN,T_K,14,80.8,78.55,0:10:50.609736
CHEMBL1163125,414,9,GCN,T_K,15,80.8,79.24,0:11:37.163369
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1163125,414,10,GCN,T_K,1,65.6,60.9,0:00:46.416948
CHEMBL1163125,414,10,GCN,T_K,2,63.2,64.71,0:01:32.911839
CHEMBL1163125,414,10,GCN,T_K,3,70.4,69.2,0:02:19.392217
CHEMBL1163125,414,10,GCN,T_K,4,73.6,69.2,0:03:05.765133
CHEMBL1163125,414,10,GCN,T_K,5,72.8,66.78,0:03:52.201213
CHEMBL1163125,414,10,GCN,T_K,6,74.4,69.55,0:04:38.618702
CHEMBL1163125,414,10,GCN,T_K,7,74.4,69.55,0:05:25.207637
CHEMBL1163125,414,10,GCN,T_K,8,71.2,72.66,0:06:11.633272
CHEMBL1163125,414,10,GCN,T_K,9,71.2,73.01,0:06:58.143168
CHEMBL1163125,414,10,GCN,T_K,10,72.0,74.74,0:07:44.662487
CHEMBL1163125,414,10,GCN,T_K,11,72.0,74.74,0:08:31.266129
CHEMBL1163125,414,10,GCN,T_K,12,72.0,75.43,0:09:17.637539
CHEMBL1163125,414,10,GCN,T_K,13,71.2,76.12,0:10:04.153671
CHEMBL1163125,414,10,GCN,T_K,14,71.2,76.12,0:10:50.640939
CHEMBL1163125,414,10,GCN,T_K,15,70.4,78.2,0:11:37.227147
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1914,440,1,GCN,T_K,1,62.88,64.29,0:00:49.088788
CHEMBL1914,440,1,GCN,T_K,2,69.7,70.13,0:01:38.251509
CHEMBL1914,440,1,GCN,T_K,3,68.94,72.08,0:02:27.212027
CHEMBL1914,440,1,GCN,T_K,4,70.45,74.03,0:03:16.271725
CHEMBL1914,440,1,GCN,T_K,5,72.73,70.78,0:04:05.231111
CHEMBL1914,440,1,GCN,T_K,6,80.3,79.22,0:04:54.137384
CHEMBL1914,440,1,GCN,T_K,7,80.3,79.22,0:05:43.071397
CHEMBL1914,440,1,GCN,T_K,8,74.24,79.55,0:06:32.247872
CHEMBL1914,440,1,GCN,T_K,9,78.79,80.84,0:07:21.226947
CHEMBL1914,440,1,GCN,T_K,10,81.06,79.55,0:08:10.249307
CHEMBL1914,440,1,GCN,T_K,11,82.58,82.79,0:08:59.179190
CHEMBL1914,440,1,GCN,T_K,12,82.58,82.79,0:09:48.354189
CHEMBL1914,440,1,GCN,T_K,13,81.82,83.44,0:10:37.318464
CHEMBL1914,440,1,GCN,T_K,14,81.82,83.44,0:11:26.397590
CHEMBL1914,440,1,GCN,T_K,15,81.82,85.06,0:12:15.367197
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1914,440,2,GCN,T_K,1,60.61,64.94,0:00:49.108092
CHEMBL1914,440,2,GCN,T_K,2,72.73,77.92,0:01:38.146645
CHEMBL1914,440,2,GCN,T_K,3,71.97,76.62,0:02:27.132498
CHEMBL1914,440,2,GCN,T_K,4,75.0,77.27,0:03:16.086311
CHEMBL1914,440,2,GCN,T_K,5,75.0,77.27,0:04:05.059082
CHEMBL1914,440,2,GCN,T_K,6,77.27,77.27,0:04:53.962915
CHEMBL1914,440,2,GCN,T_K,7,72.73,78.25,0:05:42.830987
CHEMBL1914,440,2,GCN,T_K,8,72.73,77.92,0:06:31.809974
CHEMBL1914,440,2,GCN,T_K,9,78.03,82.47,0:07:20.966862
CHEMBL1914,440,2,GCN,T_K,10,80.3,83.44,0:08:10.079803
CHEMBL1914,440,2,GCN,T_K,11,78.79,83.77,0:08:59.112306
CHEMBL1914,440,2,GCN,T_K,12,79.55,83.77,0:09:48.194698
CHEMBL1914,440,2,GCN,T_K,13,79.55,83.77,0:10:37.342859
CHEMBL1914,440,2,GCN,T_K,14,79.55,83.12,0:11:26.235579
CHEMBL1914,440,2,GCN,T_K,15,80.3,84.09,0:12:15.055713
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1914,440,3,GCN,T_K,1,68.94,61.04,0:00:48.944161
CHEMBL1914,440,3,GCN,T_K,2,71.21,61.04,0:01:37.900936
CHEMBL1914,440,3,GCN,T_K,3,81.06,71.75,0:02:26.651179
CHEMBL1914,440,3,GCN,T_K,4,80.3,70.45,0:03:15.346426
CHEMBL1914,440,3,GCN,T_K,5,78.79,72.4,0:04:04.114448
CHEMBL1914,440,3,GCN,T_K,6,81.82,75.0,0:04:53.248771
CHEMBL1914,440,3,GCN,T_K,7,78.79,76.3,0:05:42.094804
CHEMBL1914,440,3,GCN,T_K,8,80.3,77.6,0:06:31.005485
CHEMBL1914,440,3,GCN,T_K,9,79.55,76.3,0:07:19.920105
CHEMBL1914,440,3,GCN,T_K,10,79.55,81.17,0:08:08.889923
CHEMBL1914,440,3,GCN,T_K,11,79.55,81.17,0:08:57.721927
CHEMBL1914,440,3,GCN,T_K,12,83.33,80.84,0:09:46.672984
CHEMBL1914,440,3,GCN,T_K,13,82.58,83.44,0:10:35.521391
CHEMBL1914,440,3,GCN,T_K,14,81.82,83.44,0:11:24.490856
CHEMBL1914,440,3,GCN,T_K,15,86.36,85.39,0:12:13.357977
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1914,440,4,GCN,T_K,1,59.09,61.04,0:00:48.736240
CHEMBL1914,440,4,GCN,T_K,2,64.39,62.66,0:01:37.622433
CHEMBL1914,440,4,GCN,T_K,3,62.88,61.36,0:02:26.629941
CHEMBL1914,440,4,GCN,T_K,4,70.45,66.56,0:03:15.433069
CHEMBL1914,440,4,GCN,T_K,5,68.18,68.18,0:04:04.295542
CHEMBL1914,440,4,GCN,T_K,6,83.33,77.92,0:04:53.114551
CHEMBL1914,440,4,GCN,T_K,7,82.58,79.87,0:05:42.238201
CHEMBL1914,440,4,GCN,T_K,8,83.33,81.17,0:06:31.116962
CHEMBL1914,440,4,GCN,T_K,9,83.33,80.52,0:07:19.936016
CHEMBL1914,440,4,GCN,T_K,10,83.33,80.19,0:08:08.912929
CHEMBL1914,440,4,GCN,T_K,11,82.58,80.19,0:08:58.039101
CHEMBL1914,440,4,GCN,T_K,12,84.85,80.52,0:09:47.050006
CHEMBL1914,440,4,GCN,T_K,13,84.85,80.19,0:10:36.049190
CHEMBL1914,440,4,GCN,T_K,14,81.06,79.87,0:11:24.917298
CHEMBL1914,440,4,GCN,T_K,15,82.58,80.52,0:12:14.070967
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1914,440,5,GCN,T_K,1,56.82,60.39,0:00:48.885833
CHEMBL1914,440,5,GCN,T_K,2,65.15,63.31,0:01:37.919695
CHEMBL1914,440,5,GCN,T_K,3,74.24,68.51,0:02:26.706755
CHEMBL1914,440,5,GCN,T_K,4,76.52,76.62,0:03:15.643292
CHEMBL1914,440,5,GCN,T_K,5,76.52,79.87,0:04:04.535898
CHEMBL1914,440,5,GCN,T_K,6,80.3,81.17,0:04:53.528730
CHEMBL1914,440,5,GCN,T_K,7,79.55,81.17,0:05:42.396560
CHEMBL1914,440,5,GCN,T_K,8,78.79,81.17,0:06:31.514575
CHEMBL1914,440,5,GCN,T_K,9,79.55,80.19,0:07:20.550734
CHEMBL1914,440,5,GCN,T_K,10,78.79,80.52,0:08:09.561936
CHEMBL1914,440,5,GCN,T_K,11,78.03,80.52,0:08:58.587176
CHEMBL1914,440,5,GCN,T_K,12,78.79,82.47,0:09:47.756437
CHEMBL1914,440,5,GCN,T_K,13,78.03,81.82,0:10:36.837475
CHEMBL1914,440,5,GCN,T_K,14,79.55,82.47,0:11:25.855574
CHEMBL1914,440,5,GCN,T_K,15,84.09,81.17,0:12:14.904325
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1914,440,6,GCN,T_K,1,63.64,62.01,0:00:49.107077
CHEMBL1914,440,6,GCN,T_K,2,73.48,70.45,0:01:38.125176
CHEMBL1914,440,6,GCN,T_K,3,78.79,73.38,0:02:26.985401
CHEMBL1914,440,6,GCN,T_K,4,78.03,74.03,0:03:15.866743
CHEMBL1914,440,6,GCN,T_K,5,81.06,76.3,0:04:04.860934
CHEMBL1914,440,6,GCN,T_K,6,81.06,77.27,0:04:53.842912
CHEMBL1914,440,6,GCN,T_K,7,81.06,76.95,0:05:42.791158
CHEMBL1914,440,6,GCN,T_K,8,81.06,76.95,0:06:31.753783
CHEMBL1914,440,6,GCN,T_K,9,77.27,80.84,0:07:20.862462
CHEMBL1914,440,6,GCN,T_K,10,77.27,80.84,0:08:09.768532
CHEMBL1914,440,6,GCN,T_K,11,80.3,82.14,0:08:58.655041
CHEMBL1914,440,6,GCN,T_K,12,80.3,82.14,0:09:47.414432
CHEMBL1914,440,6,GCN,T_K,13,81.82,83.12,0:10:36.604442
CHEMBL1914,440,6,GCN,T_K,14,81.82,82.79,0:11:25.609111
CHEMBL1914,440,6,GCN,T_K,15,82.58,82.79,0:12:14.597101
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1914,440,7,GCN,T_K,1,59.85,56.49,0:00:48.956317
CHEMBL1914,440,7,GCN,T_K,2,58.33,60.39,0:01:38.054548
CHEMBL1914,440,7,GCN,T_K,3,65.15,64.29,0:02:26.862562
CHEMBL1914,440,7,GCN,T_K,4,71.21,71.43,0:03:15.640246
CHEMBL1914,440,7,GCN,T_K,5,83.33,75.97,0:04:04.459921
CHEMBL1914,440,7,GCN,T_K,6,83.33,75.97,0:04:53.457005
CHEMBL1914,440,7,GCN,T_K,7,83.33,76.3,0:05:42.262976
CHEMBL1914,440,7,GCN,T_K,8,82.58,79.87,0:06:31.185381
CHEMBL1914,440,7,GCN,T_K,9,83.33,80.84,0:07:20.186220
CHEMBL1914,440,7,GCN,T_K,10,85.61,82.47,0:08:09.385969
CHEMBL1914,440,7,GCN,T_K,11,85.61,82.79,0:08:58.329731
CHEMBL1914,440,7,GCN,T_K,12,86.36,81.82,0:09:47.331336
CHEMBL1914,440,7,GCN,T_K,13,84.09,81.82,0:10:36.253095
CHEMBL1914,440,7,GCN,T_K,14,84.09,82.14,0:11:25.324596
CHEMBL1914,440,7,GCN,T_K,15,85.61,82.79,0:12:14.329593
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1914,440,8,GCN,T_K,1,68.18,64.29,0:00:48.970265
CHEMBL1914,440,8,GCN,T_K,2,76.52,75.65,0:01:37.943492
CHEMBL1914,440,8,GCN,T_K,3,73.48,74.68,0:02:27.046711
CHEMBL1914,440,8,GCN,T_K,4,77.27,75.65,0:03:16.051988
CHEMBL1914,440,8,GCN,T_K,5,80.3,79.55,0:04:05.060665
CHEMBL1914,440,8,GCN,T_K,6,80.3,79.55,0:04:54.026610
CHEMBL1914,440,8,GCN,T_K,7,78.79,78.57,0:05:42.955384
CHEMBL1914,440,8,GCN,T_K,8,79.55,81.17,0:06:31.796305
CHEMBL1914,440,8,GCN,T_K,9,79.55,81.82,0:07:20.735132
CHEMBL1914,440,8,GCN,T_K,10,81.06,82.79,0:08:09.801068
CHEMBL1914,440,8,GCN,T_K,11,78.03,81.49,0:08:59.037669
CHEMBL1914,440,8,GCN,T_K,12,81.82,82.14,0:09:48.003636
CHEMBL1914,440,8,GCN,T_K,13,79.55,82.79,0:10:36.969982
CHEMBL1914,440,8,GCN,T_K,14,82.58,83.44,0:11:26.012777
CHEMBL1914,440,8,GCN,T_K,15,83.33,83.44,0:12:15.264250
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1914,440,9,GCN,T_K,1,69.7,66.56,0:00:49.013462
CHEMBL1914,440,9,GCN,T_K,2,71.21,68.51,0:01:37.904457
CHEMBL1914,440,9,GCN,T_K,3,79.55,72.08,0:02:26.839188
CHEMBL1914,440,9,GCN,T_K,4,81.06,75.97,0:03:15.975763
CHEMBL1914,440,9,GCN,T_K,5,78.03,77.27,0:04:05.000684
CHEMBL1914,440,9,GCN,T_K,6,81.82,75.32,0:04:54.031239
CHEMBL1914,440,9,GCN,T_K,7,78.79,77.27,0:05:43.140651
CHEMBL1914,440,9,GCN,T_K,8,81.06,80.84,0:06:32.344255
CHEMBL1914,440,9,GCN,T_K,9,84.09,82.47,0:07:21.364799
CHEMBL1914,440,9,GCN,T_K,10,84.09,82.47,0:08:10.266238
CHEMBL1914,440,9,GCN,T_K,11,83.33,82.14,0:08:59.168879
CHEMBL1914,440,9,GCN,T_K,12,84.09,81.17,0:09:48.216226
CHEMBL1914,440,9,GCN,T_K,13,86.36,83.12,0:10:36.990151
CHEMBL1914,440,9,GCN,T_K,14,85.61,83.12,0:11:25.973740
CHEMBL1914,440,9,GCN,T_K,15,86.36,83.44,0:12:14.914634
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1914,440,10,GCN,T_K,1,61.36,67.53,0:00:48.946341
CHEMBL1914,440,10,GCN,T_K,2,61.36,67.53,0:01:37.707948
CHEMBL1914,440,10,GCN,T_K,3,66.67,67.53,0:02:26.524485
CHEMBL1914,440,10,GCN,T_K,4,71.21,72.73,0:03:15.454773
CHEMBL1914,440,10,GCN,T_K,5,79.55,74.03,0:04:04.503569
CHEMBL1914,440,10,GCN,T_K,6,81.06,77.92,0:04:53.315352
CHEMBL1914,440,10,GCN,T_K,7,81.06,77.92,0:05:42.400719
CHEMBL1914,440,10,GCN,T_K,8,77.27,80.19,0:06:31.462036
CHEMBL1914,440,10,GCN,T_K,9,78.79,80.19,0:07:20.725164
CHEMBL1914,440,10,GCN,T_K,10,79.55,79.55,0:08:09.598206
CHEMBL1914,440,10,GCN,T_K,11,78.79,83.12,0:08:58.503382
CHEMBL1914,440,10,GCN,T_K,12,78.03,82.79,0:09:47.539276
CHEMBL1914,440,10,GCN,T_K,13,81.82,83.77,0:10:36.768185
CHEMBL1914,440,10,GCN,T_K,14,82.58,82.79,0:11:25.861249
CHEMBL1914,440,10,GCN,T_K,15,77.27,82.47,0:12:14.816458
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL204,374,1,GCN,T_K,1,62.83,54.41,0:00:41.635982
CHEMBL204,374,1,GCN,T_K,2,59.29,60.54,0:01:23.414693
CHEMBL204,374,1,GCN,T_K,3,70.8,66.28,0:02:05.024787
CHEMBL204,374,1,GCN,T_K,4,80.53,73.56,0:02:46.652425
CHEMBL204,374,1,GCN,T_K,5,79.65,73.95,0:03:28.219447
CHEMBL204,374,1,GCN,T_K,6,82.3,83.14,0:04:09.637101
CHEMBL204,374,1,GCN,T_K,7,84.96,83.14,0:04:51.292800
CHEMBL204,374,1,GCN,T_K,8,84.07,83.91,0:05:32.834099
CHEMBL204,374,1,GCN,T_K,9,84.07,85.82,0:06:14.302692
CHEMBL204,374,1,GCN,T_K,10,85.84,85.06,0:06:55.810192
CHEMBL204,374,1,GCN,T_K,11,84.07,87.74,0:07:37.478704
CHEMBL204,374,1,GCN,T_K,12,84.07,87.74,0:08:18.926339
CHEMBL204,374,1,GCN,T_K,13,84.07,87.36,0:09:00.422754
CHEMBL204,374,1,GCN,T_K,14,81.42,87.36,0:09:41.930775
CHEMBL204,374,1,GCN,T_K,15,79.65,88.12,0:10:23.517033
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL204,374,2,GCN,T_K,1,60.18,52.49,0:00:41.640663
CHEMBL204,374,2,GCN,T_K,2,80.53,76.63,0:01:23.302572
CHEMBL204,374,2,GCN,T_K,3,80.53,76.63,0:02:04.943735
CHEMBL204,374,2,GCN,T_K,4,82.3,75.86,0:02:46.401708
CHEMBL204,374,2,GCN,T_K,5,85.84,79.69,0:03:28.097443
CHEMBL204,374,2,GCN,T_K,6,83.19,79.69,0:04:09.675241
CHEMBL204,374,2,GCN,T_K,7,84.96,81.61,0:04:51.148968
CHEMBL204,374,2,GCN,T_K,8,83.19,83.14,0:05:32.648889
CHEMBL204,374,2,GCN,T_K,9,83.19,83.52,0:06:14.197030
CHEMBL204,374,2,GCN,T_K,10,82.3,84.29,0:06:55.836608
CHEMBL204,374,2,GCN,T_K,11,81.42,85.82,0:07:37.383977
CHEMBL204,374,2,GCN,T_K,12,84.07,85.82,0:08:18.873686
CHEMBL204,374,2,GCN,T_K,13,84.07,85.82,0:09:00.391456
CHEMBL204,374,2,GCN,T_K,14,84.07,85.44,0:09:42.148336
